Gross Income,CPP,EI,Federal Tax,CAI,CWB,HST Credit,Provincial Tax,Provincial SurTax,OHIP,ONSTC,ON Works,Net Income,Effective Tax Rate,Marginal Tax Rate,Type,Rate of Change,OCB,CCB
87000,2748.9,860.22,10870.482,-269,0,0,4989.95694,49.991388,750,0,0,70335.86167,0.19154182,0.3468,"Married One Kid, One Earner",653.2,0,-3336.412
88000,2748.9,860.22,11075.482,-269,0,0,5085.21514,69.043028,750,0,0,70984.55183,0.193357366,0.35130984,"Married One Kid, One Earner",648.69016,0,-3304.412
89000,2748.9,860.22,11280.482,-269,0,0,5196.81514,91.363028,750,0,0,71613.63183,0.195352451,0.37092,"Married One Kid, One Earner",629.08,0,-3272.412
90000,2748.9,860.22,11485.482,-269,0,0,5308.41514,113.683028,750,0,0,72242.71183,0.197303202,0.37092,"Married One Kid, One Earner",629.08,0,-3240.412
91000,2748.9,860.22,11690.482,-269,0,0,5420.01514,136.003028,750,0,0,72871.79183,0.199211079,0.37092,"Married One Kid, One Earner",629.08,0,-3208.412
92000,2748.9,860.22,11895.482,-269,0,0,5531.61514,158.323028,750,0,0,73500.87183,0.20107748,0.37092,"Married One Kid, One Earner",629.08,0,-3176.412
93000,2748.9,860.22,12100.482,-269,0,0,5643.21514,180.643028,750,0,0,74129.95183,0.202903744,0.37092,"Married One Kid, One Earner",629.08,0,-3144.412
94000,2748.9,860.22,12305.482,-269,0,0,5754.81514,202.963028,750,0,0,74759.03183,0.204691151,0.37092,"Married One Kid, One Earner",629.08,0,-3112.412
95000,2748.9,860.22,12510.482,-269,0,0,5866.41514,225.283028,750,0,0,75388.11183,0.206440928,0.37092,"Married One Kid, One Earner",629.08,0,-3080.412
96000,2748.9,860.22,12755.292,-269,0,0,5978.01514,247.603028,750,0,0,75977.38183,0.208568939,0.41073,"Married One Kid, One Earner",589.27,0,-3048.412
97000,2748.9,860.22,13015.292,-269,0,0,6089.61514,278.0644784,750,0,0,76543.32038,0.210893604,0.43406145,"Married One Kid, One Earner",565.93855,0,-3016.412
98000,2748.9,860.22,13275.292,-269,0,0,6201.21514,340.5604784,750,0,0,77077.22438,0.21349771,0.466096,"Married One Kid, One Earner",533.904,0,-2984.412
99000,2748.9,860.22,13535.292,-269,0,0,6312.81514,403.0564784,750,0,0,77611.12838,0.216049208,0.466096,"Married One Kid, One Earner",533.904,0,-2952.412
100000,2748.9,860.22,13795.292,-269,0,0,6424.41514,465.5524784,750,0,0,78145.03238,0.218549676,0.466096,"Married One Kid, One Earner",533.904,0,-2920.412
110000,2748.9,860.22,16395.292,-269,0,0,7540.41514,1090.512478,750,0,0,83484.07238,0.241053887,0.466096,"Married One Kid, One Earner",533.904,0,-2600.412
120000,2748.9,860.22,18995.292,-269,0,0,8656.41514,1715.472478,750,0,0,88823.11238,0.259807397,0.466096,"Married One Kid, One Earner",533.904,0,-2280.412
130000,2748.9,860.22,21595.292,-269,0,0,9772.41514,2340.432478,750,0,0,94162.15238,0.275675751,0.466096,"Married One Kid, One Earner",533.904,0,-1960.412
140000,2748.9,860.22,24195.292,-269,0,0,10888.41514,2965.392478,750,0,0,99501.19238,0.289277197,0.466096,"Married One Kid, One Earner",533.904,0,-1640.412
150000,2748.9,860.22,26866.202,-269,0,0,12004.41514,3590.352478,750,0,0,104769.3224,0.301537851,0.473187,"Married One Kid, One Earner",526.813002,0,-1320.412
160000,2748.9,860.22,29766.202,-269,0,0,13220.41594,4271.312926,750,0,0,109652.3611,0.314672743,0.511696125,"Married One Kid, One Earner",488.30387,0,-1000.412
170000,2748.9,860.22,32666.202,-269,0,0,14436.41594,4952.272926,750,0,0,114535.4011,0.326262346,0.511696,"Married One Kid, One Earner",488.304,0,-680.412
180000,2748.9,860.22,35566.202,-269,0,0,15652.41594,5633.232926,750,0,0,119418.4411,0.336564216,0.511696,"Married One Kid, One Earner",488.304,0,-360.412
190000,2748.9,860.22,38466.202,-269,0,0,16868.41594,6314.192926,750,0,0,124301.4811,0.345781678,0.511696,"Married One Kid, One Earner",488.304,0,-40.412
200000,2748.9,860.22,41366.202,-269,0,0,18084.41594,6995.152926,750,0,0,129464.1091,0.352679454,0.4837372,"Married One Kid, One Earner",516.2628,0,0
210000,2748.9,860.22,44266.202,-269,0,0,19300.41594,7676.112926,900,0,0,134517.1491,0.359442147,0.494696,"Married One Kid, One Earner",505.304,0,0
220000,2748.9,860.22,47551.202,-269,0,0,20516.41594,8357.072926,900,0,0,139335.1891,0.366658231,0.518196,"Married One Kid, One Earner",481.804,0,0
230000,2748.9,860.22,50851.202,-269,0,0,21832.41594,9094.032926,900,0,0,143982.2291,0.373990308,0.535296,"Married One Kid, One Earner",464.704,0,0
240000,2748.9,860.22,54151.202,-269,0,0,23148.41594,9830.992926,900,0,0,148629.2691,0.380711379,0.535296,"Married One Kid, One Earner",464.704,0,0
250000,2748.9,860.22,57451.202,-269,0,0,24464.41594,10567.95293,900,0,0,153276.3091,0.386894763,0.535296,"Married One Kid, One Earner",464.704,0,0
260000,2748.9,860.22,60751.202,-269,0,0,25780.41594,11304.91293,900,0,0,157923.3491,0.392602503,0.535296,"Married One Kid, One Earner",464.704,0,0
270000,2748.9,860.22,64051.202,-269,0,0,27096.41594,12041.87293,900,0,0,162570.3891,0.397887448,0.535296,"Married One Kid, One Earner",464.704,0,0
280000,2748.9,860.22,67351.202,-269,0,0,28412.41594,12778.83293,900,0,0,167217.4291,0.402794896,0.535296,"Married One Kid, One Earner",464.704,0,0
290000,2748.9,860.22,70651.202,-269,0,0,29728.41594,13515.79293,900,0,0,171864.4691,0.4073639,0.535296,"Married One Kid, One Earner",464.704,0,0
300000,2748.9,860.22,73951.202,-269,0,0,31044.41594,14252.75293,900,0,0,176511.5091,0.411628303,0.535296,"Married One Kid, One Earner",464.704,0,0
310000,2748.9,860.22,77251.202,-269,0,0,32360.41594,14989.71293,900,0,0,181158.5491,0.415617583,0.535296,"Married One Kid, One Earner",464.704,0,0
320000,2748.9,860.22,80551.202,-269,0,0,33676.41594,15726.67293,900,0,0,185805.5891,0.419357534,0.535296,"Married One Kid, One Earner",464.704,0,0
330000,2748.9,860.22,83851.202,-269,0,0,34992.41594,16463.63293,900,0,0,190452.6291,0.422870821,0.535296,"Married One Kid, One Earner",464.704,0,0
340000,2748.9,860.22,87151.202,-269,0,0,36308.41594,17200.59293,900,0,0,195099.6691,0.426177444,0.535296,"Married One Kid, One Earner",464.704,0,0
350000,2748.9,860.22,90451.202,-269,0,0,37624.41594,17937.55293,900,0,0,199746.7091,0.429295117,0.535296,"Married One Kid, One Earner",464.704,0,0
360000,2748.9,860.22,93751.202,-269,0,0,38940.41594,18674.51293,900,0,0,204393.7491,0.432239586,0.535296,"Married One Kid, One Earner",464.704,0,0
370000,2748.9,860.22,97051.202,-269,0,0,40256.41594,19411.47293,900,0,0,209040.7891,0.435024894,0.535296,"Married One Kid, One Earner",464.704,0,0
380000,2748.9,860.22,100351.202,-269,0,0,41572.41594,20148.43293,900,0,0,213687.8291,0.437663608,0.535296,"Married One Kid, One Earner",464.704,0,0
390000,2748.9,860.22,103651.202,-269,0,0,42888.41594,20885.39293,900,0,0,218334.8691,0.440167002,0.535296,"Married One Kid, One Earner",464.704,0,0
400000,2748.9,860.22,106951.202,-269,0,0,44204.41594,21622.35293,900,0,0,222981.9091,0.442545227,0.535296,"Married One Kid, One Earner",464.704,0,0
1000,0,0,0,-307,0,-866,0,0,0,-1232,-15000,34202.96,-33.20296,0,"Married Two Kids, One Earner",,-2805.96,-12992
2000,0,0,0,-307,0,-866,0,0,0,-1232,-15000,35202.96,-16.60148,0,"Married Two Kids, One Earner",1000,-2805.96,-12992
3000,0,48.6,0,-307,0,-866,0,0,0,-1232,-14700,35854.36,-10.95145333,0.3486,"Married Two Kids, One Earner",651.4,-2805.96,-12992
4000,25.5,64.8,0,-307,-260,-866,0,0,0,-1232,-14200,36572.66,-8.143165,0.2817,"Married Two Kids, One Earner",718.3,-2805.96,-12992
5000,76.5,81,0,-307,-520,-866,0,0,0,-1232,-13700,37265.46,-6.453092,0.3072,"Married Two Kids, One Earner",692.8,-2805.96,-12992
6000,127.5,97.2,0,-307,-780,-866,0,0,0,-1232,-13200,37958.26,-5.326376667,0.3072,"Married Two Kids, One Earner",692.8,-2805.96,-12992
7000,178.5,113.4,0,-307,-1040,-866,0,0,0,-1232,-12700,38651.06,-4.52158,0.3072,"Married Two Kids, One Earner",692.8,-2805.96,-12992
8000,229.5,129.6,0,-307,-1300,-866,0,0,0,-1232,-12200,39343.86,-3.9179825,0.3072,"Married Two Kids, One Earner",692.8,-2805.96,-12992
9000,280.5,145.8,0,-307,-1560,-866,0,0,0,-1232,-11700,40036.66,-3.448517778,0.3072,"Married Two Kids, One Earner",692.8,-2805.96,-12992
10000,331.5,162,0,-307,-1820,-866,0,0,0,-1232,-11200,40729.46,-3.072946,0.3072,"Married Two Kids, One Earner",692.8,-2805.96,-12992
11000,382.5,178.2,0,-307,-2080,-866,0,0,0,-1232,-10700,41422.26,-2.76566,0.3072,"Married Two Kids, One Earner",692.8,-2805.96,-12992
12000,433.5,194.4,0,-307,-2335,-866,0,0,0,-1232,-10200,42110.06,-2.509171667,0.3122,"Married Two Kids, One Earner",687.8,-2805.96,-12992
13000,484.5,210.6,0,-307,-2335,-866,0,0,0,-1232,-9700,42542.86,-2.272527692,0.5672,"Married Two Kids, One Earner",432.8,-2805.96,-12992
14000,535.5,226.8,0,-307,-2335,-866,0,0,0,-1232,-9200,42975.66,-2.06969,0.5672,"Married Two Kids, One Earner",432.8,-2805.96,-12992
15000,586.5,243,0,-307,-2335,-866,0,0,0,-1232,-8700,43408.46,-1.893897333,0.5672,"Married Two Kids, One Earner",432.8,-2805.96,-12992
16000,637.5,259.2,0,-307,-2335,-866,0,0,0,-1232,-8200,43841.26,-1.74007875,0.5672,"Married Two Kids, One Earner",432.8,-2805.96,-12992
17000,688.5,275.4,0,-307,-2335,-866,0,0,0,-1232,-7700,44274.06,-1.604356471,0.5672,"Married Two Kids, One Earner",432.8,-2805.96,-12992
18000,739.5,291.6,0,-307,-2218,-866,0,0,0,-1232,-7200,44589.86,-1.477214444,0.6842,"Married Two Kids, One Earner",315.8,-2805.96,-12992
19000,790.5,307.8,0,-307,-2098,-866,0,0,0,-1232,-6700,44902.66,-1.363297895,0.6872,"Married Two Kids, One Earner",312.8,-2805.96,-12992
20000,841.5,324,0,-307,-1978,-866,0,0,0,-1232,-6200,45215.46,-1.260773,0.6872,"Married Two Kids, One Earner",312.8,-2805.96,-12992
21000,892.5,340.2,0,-307,-1858,-866,0,0,60,-1232,-5700,45468.26,-1.165155238,0.7472,"Married Two Kids, One Earner",252.8,-2805.96,-12992
22000,943.5,356.4,0,-307,-1738,-866,0,0,120,-1232,-5200,45674.34,-1.076106364,0.79392,"Married Two Kids, One Earner",206.08,-2759.24,-12992
23000,994.5,372.6,0,-307,-1618,-866,0,0,180,-1232,-4700,45847.14,-0.993353913,0.8272,"Married Two Kids, One Earner",172.8,-2679.24,-12992
24000,1045.5,388.8,0,-307,-1498,-866,0,0,240,-1232,-4200,46019.94,-0.9174975,0.8272,"Married Two Kids, One Earner",172.8,-2599.24,-12992
25000,1096.5,405,0,-307,-1378,-866,0,0,300,-1232,-3700,46192.74,-0.8477096,0.8272,"Married Two Kids, One Earner",172.8,-2519.24,-12992
26000,1147.5,421.2,0,-307,-1258,-866,0,0,300,-1232,-3200,46425.54,-0.785597692,0.7672,"Married Two Kids, One Earner",232.8,-2439.24,-12992
27000,1198.5,437.4,0.615,-307,-1138,-866,0,0,300,-1232,-2700,46657.725,-0.728063889,0.767815,"Married Two Kids, One Earner",232.185,-2359.24,-12992
28000,1249.5,453.6,140.535,-307,-1018,-866,0,0,300,-1232,-2200,46750.605,-0.669664464,0.90712,"Married Two Kids, One Earner",92.88,-2279.24,-12992
29000,1300.5,469.8,280.455,-307,-898,-866,0,0,300,-1232,-1700,46843.485,-0.615292586,0.90712,"Married Two Kids, One Earner",92.88,-2199.24,-12992
30000,1351.5,486,420.375,-307,-778,-866,0,0,300,-1215.24,-1200,46919.605,-0.563986833,0.92388,"Married Two Kids, One Earner",76.12,-2119.24,-12992
31000,1402.5,502.2,560.295,-307,-658,-866,0,0,300,-1175.24,-700,46898.235,-0.51284629,1.02137,"Married Two Kids, One Earner",-21.37,-2039.24,-12917.75
32000,1453.5,518.4,700.215,-307,-538,-866,0,0,300,-1135.24,-200,46816.115,-0.463003594,1.08212,"Married Two Kids, One Earner",-82.12,-1959.24,-12782.75
33000,1504.5,534.6,840.135,-307,-418,-866,0,0,300,-1095.24,0,47033.995,-0.425272576,0.78212,"Married Two Kids, One Earner",217.88,-1879.24,-12647.75
34000,1555.5,550.8,980.055,-307,-298,-866,0,0,300,-1055.24,0,47451.875,-0.395643382,0.58212,"Married Two Kids, One Earner",417.88,-1799.24,-12512.75
35000,1606.5,567,1119.975,-307,-178,-866,0,0,300,-1015.24,0,47869.755,-0.367707286,0.58212,"Married Two Kids, One Earner",417.88,-1719.24,-12377.75
36000,1657.5,583.2,1259.895,-307,-58,-866,0,0,300,-975.24,0,48287.635,-0.341323194,0.58212,"Married Two Kids, One Earner",417.88,-1639.24,-12242.75
37000,1708.5,599.4,1399.815,-307,62,-864.8,0,0,360,-935.24,0,48644.315,-0.314711216,0.64332,"Married Two Kids, One Earner",356.68,-1559.24,-12107.75
38000,1759.5,615.6,1539.735,-307,0,-814.8,0,0,420,-895.24,0,49134.195,-0.293005132,0.51012,"Married Two Kids, One Earner",489.88,-1479.24,-11972.75
39000,1810.5,631.8,1679.655,-307,0,-764.8,8.03035,0,450,-855.24,0,49584.04465,-0.27138576,0.55015035,"Married Two Kids, One Earner",449.84965,-1399.24,-11837.75
40000,1861.5,648,1819.575,-307,0,-714.8,55.13675,0,450,-815.24,0,50024.81825,-0.250620456,0.5592264,"Married Two Kids, One Earner",440.7736,-1319.24,-11702.75
41000,1912.5,664.2,1959.495,-307,0,-664.8,102.24315,0,450,-775.24,0,50465.59185,-0.230868094,0.5592264,"Married Two Kids, One Earner",440.7736,-1239.24,-11567.75
42000,1963.5,680.4,2099.415,-307,0,-614.8,149.34955,0,450,-735.24,0,50906.36545,-0.21205632,0.5592264,"Married Two Kids, One Earner",440.7736,-1159.24,-11432.75
43000,2014.5,696.6,2239.335,-307,0,-564.8,196.45595,0,450,-695.24,0,51347.13905,-0.194119513,0.5592264,"Married Two Kids, One Earner",440.7736,-1079.24,-11297.75
44000,2065.5,712.8,2379.255,-307,0,-514.8,247.41335,0,450,-655.24,0,51784.06165,-0.176910492,0.5630774,"Married Two Kids, One Earner",436.9226,-999.24,-11162.75
45000,2116.5,729,2519.175,-307,0,-464.8,335.51975,0,450,-615.24,0,52183.83525,-0.159640783,0.6002264,"Married Two Kids, One Earner",399.7736,-919.24,-11027.75
46000,2167.5,745.2,2659.095,-307,0,-414.8,423.62615,0,450,-575.24,0,52583.60885,-0.143121932,0.6002264,"Married Two Kids, One Earner",399.7736,-839.24,-10892.75
47000,2218.5,761.4,2799.015,-307,0,-364.8,511.73255,0,450,-535.24,0,52983.38245,-0.12730601,0.6002264,"Married Two Kids, One Earner",399.7736,-759.24,-10757.75
48000,2269.5,777.6,2959.785,-307,0,-314.8,599.83895,0,450,-495.24,0,53362.30605,-0.111714709,0.6210764,"Married Two Kids, One Earner",378.9236,-679.24,-10622.75
49000,2320.5,793.8,3154.705,-307,0,-264.8,687.94535,0,600,-455.24,0,53557.07965,-0.093001626,0.8052264,"Married Two Kids, One Earner",194.7736,-599.24,-10487.75
50000,2371.5,810,3349.625,-307,0,-214.8,776.05175,0,600,-415.24,0,53901.85325,-0.078037065,0.6552264,"Married Two Kids, One Earner",344.7736,-519.24,-10352.75
51000,2422.5,826.2,3544.545,-307,0,-164.8,864.15815,0,600,-375.24,0,54246.62685,-0.06365935,0.6552264,"Married Two Kids, One Earner",344.7736,-439.24,-10217.75
52000,2473.5,842.4,3739.465,-307,0,-114.8,952.26455,0,600,-335.24,0,54591.40045,-0.049834624,0.6552264,"Married Two Kids, One Earner",344.7736,-359.24,-10082.75
53000,2524.5,858.6,3934.385,-307,0,-64.8,1040.37095,0,600,-295.24,0,54936.17405,-0.036531586,0.6552264,"Married Two Kids, One Earner",344.7736,-279.24,-9947.75
54000,2575.5,860.22,4131.492,-307,0,-14.8,1129.21364,0,600,-255.24,0,55292.60436,-0.023937118,0.64356969,"Married Two Kids, One Earner",356.43031,-199.24,-9812.75
55000,2626.5,860.22,4328.842,-307,0,0,1218.13814,0,600,-215.24,0,55685.52986,-0.012464179,0.6070745,"Married Two Kids, One Earner",392.9255,-119.24,-9677.75
56000,2677.5,860.22,4526.192,-307,0,0,1307.06264,0,600,-175.24,0,56093.25536,-0.001665274,0.5922745,"Married Two Kids, One Earner",407.7255,-39.24,-9542.75
57000,2728.5,860.22,4723.542,-307,0,0,1395.98714,0,600,-135.24,0,56541.74086,0.008039634,0.5515145,"Married Two Kids, One Earner",448.4855,0,-9407.75
58000,2748.9,860.22,4925.482,-307,0,0,1486.45694,0,600,-95.24,0,57053.93106,0.016311533,0.4878098,"Married Two Kids, One Earner",512.1902,0,-9272.75
59000,2748.9,860.22,5130.482,-307,0,0,1577.95694,0,600,-55.24,0,57582.43106,0.024026592,0.4715,"Married Two Kids, One Earner",528.5,0,-9137.75
60000,2748.9,860.22,5335.482,-307,0,0,1669.45694,0,600,-15.24,0,58110.93106,0.031484482,0.4715,"Married Two Kids, One Earner",528.5,0,-9002.75
61000,2748.9,860.22,5540.482,-307,0,0,1860.95694,0,600,0,0,58564.19106,0.039931294,0.54674,"Married Two Kids, One Earner",453.26,0,-8867.75
62000,2748.9,860.22,5745.482,-307,0,0,2052.45694,0,600,0,0,59032.69106,0.047859822,0.5315,"Married Two Kids, One Earner",468.5,0,-8732.75
63000,2748.9,860.22,5950.482,-307,0,0,2243.95694,0,600,0,0,59501.19106,0.05553665,0.5315,"Married Two Kids, One Earner",468.5,0,-8597.75
64000,2748.9,860.22,6155.482,-307,0,0,2435.45694,0,600,0,0,59969.69106,0.062973577,0.5315,"Married Two Kids, One Earner",468.5,0,-8462.75
65000,2748.9,860.22,6360.482,-307,0,0,2626.95694,0,600,0,0,60438.19106,0.070181676,0.5315,"Married Two Kids, One Earner",468.5,0,-8327.75
66000,2748.9,860.22,6565.482,-307,0,0,2818.45694,0,600,0,0,60908.56306,0.077142984,0.529628,"Married Two Kids, One Earner",470.372,0,-8194.622
67000,2748.9,860.22,6770.482,-307,0,0,3009.95694,0,600,0,0,61455.06306,0.082760253,0.4535,"Married Two Kids, One Earner",546.5,0,-8137.622
68000,2748.9,860.22,6975.482,-307,0,0,3201.45694,0,600,0,0,62001.56306,0.088212308,0.4535,"Married Two Kids, One Earner",546.5,0,-8080.622
69000,2748.9,860.22,7180.482,-307,0,0,3342.95694,0,600,0,0,62598.06306,0.092781695,0.4035,"Married Two Kids, One Earner",596.5,0,-8023.622
70000,2748.9,860.22,7385.482,-307,0,0,3434.45694,0,600,0,0,63244.56306,0.096506242,0.3535,"Married Two Kids, One Earner",646.5,0,-7966.622
71000,2748.9,860.22,7590.482,-307,0,0,3525.95694,0,600,0,0,63891.06306,0.100125872,0.3535,"Married Two Kids, One Earner",646.5,0,-7909.622
72000,2748.9,860.22,7795.482,-307,0,0,3617.45694,0,600,0,0,64537.56306,0.103644958,0.3535,"Married Two Kids, One Earner",646.5,0,-7852.622
73000,2748.9,860.22,8000.482,-307,0,0,3708.95694,0,700,0,0,65084.06306,0.108437492,0.4535,"Married Two Kids, One Earner",546.5,0,-7795.622
74000,2748.9,860.22,8205.482,-307,0,0,3800.45694,0,750,0,0,65680.56306,0.112424824,0.4035,"Married Two Kids, One Earner",596.5,0,-7738.622
75000,2748.9,860.22,8410.482,-307,0,0,3891.95694,0,750,0,0,66327.06306,0.115639159,0.3535,"Married Two Kids, One Earner",646.5,0,-7681.622
76000,2748.9,860.22,8615.482,-307,0,0,3983.45694,0,750,0,0,66973.56306,0.118768907,0.3535,"Married Two Kids, One Earner",646.5,0,-7624.622
77000,2748.9,860.22,8820.482,-307,0,0,4074.95694,0,750,0,0,67620.06306,0.121817363,0.3535,"Married Two Kids, One Earner",646.5,0,-7567.622
78000,2748.9,860.22,9025.482,-307,0,0,4166.45694,0,750,0,0,68266.56306,0.124787653,0.3535,"Married Two Kids, One Earner",646.5,0,-7510.622
79000,2748.9,860.22,9230.482,-307,0,0,4257.95694,0,750,0,0,68913.06306,0.127682746,0.3535,"Married Two Kids, One Earner",646.5,0,-7453.622
80000,2748.9,860.22,9435.482,-307,0,0,4349.45694,0,750,0,0,69559.56306,0.130505462,0.3535,"Married Two Kids, One Earner",646.5,0,-7396.622
81000,2748.9,860.22,9640.482,-307,0,0,4440.95694,0,750,0,0,70206.06306,0.133258481,0.3535,"Married Two Kids, One Earner",646.5,0,-7339.622
82000,2748.9,860.22,9845.482,-307,0,0,4532.45694,0,750,0,0,70852.56306,0.135944353,0.3535,"Married Two Kids, One Earner",646.5,0,-7282.622
83000,2748.9,860.22,10050.482,-307,0,0,4623.95694,0,750,0,0,71499.06306,0.138565505,0.3535,"Married Two Kids, One Earner",646.5,0,-7225.622
84000,2748.9,860.22,10255.482,-307,0,0,4715.45694,0,750,0,0,72145.56306,0.141124249,0.3535,"Married Two Kids, One Earner",646.5,0,-7168.622
85000,2748.9,860.22,10460.482,-307,0,0,4806.95694,13.391388,750,0,0,72778.67167,0.143780333,0.366891388,"Married Two Kids, One Earner",633.10861,0,-7111.622
86000,2748.9,860.22,10665.482,-307,0,0,4898.45694,31.691388,750,0,0,73406.87167,0.146431725,0.3718,"Married Two Kids, One Earner",628.2,0,-7054.622
87000,2748.9,860.22,10870.482,-307,0,0,4989.95694,49.991388,750,0,0,74035.07167,0.149022165,0.3718,"Married Two Kids, One Earner",628.2,0,-6997.622
88000,2748.9,860.22,11075.482,-307,0,0,5085.21514,69.043028,750,0,0,74658.76183,0.151604979,0.37630984,"Married Two Kids, One Earner",623.69016,0,-6940.622
89000,2748.9,860.22,11280.482,-307,0,0,5196.81514,91.363028,750,0,0,75262.84183,0.154350092,0.39592,"Married Two Kids, One Earner",604.08,0,-6883.622
90000,2748.9,860.22,11485.482,-307,0,0,5308.41514,113.683028,750,0,0,75866.92183,0.157034202,0.39592,"Married Two Kids, One Earner",604.08,0,-6826.622
91000,2748.9,860.22,11690.482,-307,0,0,5420.01514,136.003028,750,0,0,76471.00183,0.159659321,0.39592,"Married Two Kids, One Earner",604.08,0,-6769.622
92000,2748.9,860.22,11895.482,-307,0,0,5531.61514,158.323028,750,0,0,77075.08183,0.162227371,0.39592,"Married Two Kids, One Earner",604.08,0,-6712.622
93000,2748.9,860.22,12100.482,-307,0,0,5643.21514,180.643028,750,0,0,77679.16183,0.164740195,0.39592,"Married Two Kids, One Earner",604.08,0,-6655.622
94000,2748.9,860.22,12305.482,-307,0,0,5754.81514,202.963028,750,0,0,78283.24183,0.167199555,0.39592,"Married Two Kids, One Earner",604.08,0,-6598.622
95000,2748.9,860.22,12510.482,-307,0,0,5866.41514,225.283028,750,0,0,78887.32183,0.169607139,0.39592,"Married Two Kids, One Earner",604.08,0,-6541.622
96000,2748.9,860.22,12755.292,-307,0,0,5978.01514,247.603028,750,0,0,79451.59183,0.172379252,0.43573,"Married Two Kids, One Earner",564.27,0,-6484.622
97000,2748.9,860.22,13015.292,-307,0,0,6089.61514,278.0644784,750,0,0,79992.53038,0.175334738,0.45906145,"Married Two Kids, One Earner",540.93855,0,-6427.622
98000,2748.9,860.22,13275.292,-307,0,0,6201.21514,340.5604784,750,0,0,80501.43438,0.178556792,0.491096,"Married Two Kids, One Earner",508.904,0,-6370.622
99000,2748.9,860.22,13535.292,-307,0,0,6312.81514,403.0564784,750,0,0,81010.33838,0.181713754,0.491096,"Married Two Kids, One Earner",508.904,0,-6313.622
100000,2748.9,860.22,13795.292,-307,0,0,6424.41514,465.5524784,750,0,0,81519.24238,0.184807576,0.491096,"Married Two Kids, One Earner",508.904,0,-6256.622
110000,2748.9,860.22,16395.292,-307,0,0,7540.41514,1090.512478,750,0,0,86608.28238,0.212651978,0.491096,"Married Two Kids, One Earner",508.904,0,-5686.622
120000,2748.9,860.22,18995.292,-307,0,0,8656.41514,1715.472478,750,0,0,91697.32238,0.235855647,0.491096,"Married Two Kids, One Earner",508.904,0,-5116.622
130000,2748.9,860.22,21595.292,-307,0,0,9772.41514,2340.432478,750,0,0,96786.36238,0.25548952,0.491096,"Married Two Kids, One Earner",508.904,0,-4546.622
140000,2748.9,860.22,24195.292,-307,0,0,10888.41514,2965.392478,750,0,0,101875.4024,0.272318554,0.491096,"Married Two Kids, One Earner",508.904002,0,-3976.622
150000,2748.9,860.22,26866.202,-307,0,0,12004.41514,3590.352478,750,0,0,106893.5324,0.287376451,0.498187,"Married Two Kids, One Earner",501.813,0,-3406.622
160000,2748.9,860.22,29766.202,-307,0,0,13220.41594,4271.312926,750,0,0,111526.5711,0.30295893,0.536696125,"Married Two Kids, One Earner",463.30387,0,-2836.622
170000,2748.9,860.22,32666.202,-307,0,0,14436.41594,4952.272926,750,0,0,116159.6111,0.31670817,0.536696,"Married Two Kids, One Earner",463.304,0,-2266.622
180000,2748.9,860.22,35566.202,-307,0,0,15652.41594,5633.232926,750,0,0,120792.6511,0.328929716,0.536696,"Married Two Kids, One Earner",463.304,0,-1696.622
190000,2748.9,860.22,38466.202,-307,0,0,16868.41594,6314.192926,750,0,0,125425.6911,0.339864784,0.536696,"Married Two Kids, One Earner",463.304,0,-1126.622
